iter	MultiClass
162	0.2573541021
163	0.2565434767
164	0.2560256305
165	0.2554750308
166	0.2546256294
167	0.2541747049
168	0.2536338733
169	0.253043499
170	0.2523051998
171	0.2517392211
172	0.2512496963
173	0.2509171752
174	0.2498731094
175	0.2493003503
176	0.248763788
177	0.2481587418
178	0.2475989122
179	0.2470755277
180	0.246616827
181	0.2460757613
182	0.2455872632
183	0.2453275366
184	0.2450560736
185	0.2443924774
186	0.2434675334
187	0.2429199526
188	0.2424325117
189	0.2418647746
190	0.24144788
191	0.2410717885
192	0.2403582477
193	0.2398963101
194	0.2391662526
195	0.2381975394
196	0.2375980428
197	0.2371135225
198	0.2364247227
199	0.23573701
200	0.2350107069
201	0.2347734879
202	0.2341410224
203	0.2335007538
204	0.2330081804
205	0.2323684918
206	0.2314940733
207	0.2308523959
208	0.2301415651
209	0.229655678
210	0.2290858446
211	0.2285335765
212	0.2280411521
213	0.2276217008
214	0.2269558706
215	0.2264979714
216	0.2261943142
217	0.2258309918
218	0.2251445016
219	0.2244706473
220	0.2238205315
221	0.2231816603
222	0.2226291583
223	0.2221359497
224	0.2215623017
225	0.2210262027
226	0.2205581196
227	0.2200134391
228	0.2195382067
229	0.2189318088
230	0.2184884513
231	0.2179922336
232	0.2174721952
233	0.2171546775
234	0.2166470291
235	0.2160234004
236	0.2155797664
237	0.2150442166
238	0.2146072202
239	0.2138160005
240	0.213368364
241	0.2127459061
242	0.212099387
243	0.211604491
244	0.2113770562
245	0.2108426076
246	0.210357075
247	0.2098985212
248	0.209384021
249	0.2088053833
250	0.2083843344
251	0.2078807531
252	0.2074093222
253	0.2068907874
254	0.2063614792
255	0.2059115827
256	0.2052957259
257	0.2048418373
258	0.2046130317
259	0.2042210377
260	0.2035486185
261	0.2030461624
262	0.2027538722
263	0.2023722699
264	0.2020057907
265	0.201521771
266	0.2008231039
267	0.200472745
268	0.2000161204
269	0.1995767486
270	0.1993049722
271	0.1987605753
272	0.19843309
273	0.1980008845
274	0.1975487255
275	0.1967871169
276	0.196328309
277	0.1956977686
278	0.1952118732
279	0.1947913973
280	0.1945332623
281	0.1941043965
282	0.193532877
283	0.1931783319
284	0.1926928337
285	0.1922412006
286	0.1919549515
287	0.1917090779
288	0.1913688376
289	0.1907752169
290	0.1902302535
291	0.1898285268
292	0.1895212705
293	0.1890714152
294	0.1885231485
295	0.1879188326
296	0.1876594207
297	0.1873609835
298	0.187118293
299	0.1867882056
300	0.1864237394
301	0.1860579657
302	0.1857569763
303	0.1852652719
304	0.1850383257
305	0.1845568757
306	0.1841415173
307	0.1835977387
308	0.1831989054
309	0.1827335339
310	0.182459939
311	0.1819401758
312	0.1813590653
313	0.1808894282
314	0.1805185068
315	0.179984976
316	0.1794505864
317	0.1791314675
318	0.1785430445
319	0.1781690065
320	0.1775780332
321	0.177114287
322	0.176736142
323	0.1763937495
324	0.1759262871
325	0.1755572478
326	0.1750807651
327	0.1746442998
328	0.1744067815
329	0.1740961366
330	0.1737668804
331	0.173333949
332	0.1729600139
333	0.1726243798
334	0.1723329083
335	0.1718538294
336	0.1713626148
337	0.1709861139
338	0.1704249296
339	0.1700509755
340	0.1697132186
341	0.1693583331
342	0.1690359066
343	0.1687707203
344	0.1684730004
345	0.1680267946
346	0.1676881428
347	0.1673695288
348	0.1669600695
349	0.1664741071
350	0.1658796769
351	0.1656089883
352	0.1651669412
353	0.1648753466
354	0.1645301249
355	0.1641862358
356	0.1637642341
357	0.1634229551
358	0.1630939528
359	0.1627951836
360	0.1623950577
361	0.1621105851
362	0.1616740129
363	0.1613960033
364	0.1610585522
365	0.1607315088
366	0.1604074733
367	0.1600352012
368	0.159576666
369	0.1592502407
370	0.1588740439
371	0.1585409935
372	0.1580711236
373	0.1577925133
374	0.1574087158
375	0.1572691805
376	0.1569973843
377	0.1566970083
378	0.1563433453
379	0.1561779646
380	0.1558370511
381	0.1555528614
382	0.1552212554
383	0.1549119511
384	0.1545208397
385	0.1541422334
386	0.1536621044
387	0.1531448007
388	0.1528256684
389	0.1524698562
390	0.1522272694
391	0.1517836198
392	0.1514954396
393	0.1509875933
394	0.1504640758
395	0.1500169282
396	0.1497300969
397	0.1493549533
398	0.1491047058
399	0.1488316961
400	0.1485307467
401	0.1483091241
402	0.1480814308
403	0.1478327142
404	0.1474456729
405	0.1471229441
406	0.1468252074
407	0.146406798
408	0.1462137987
409	0.1460041368
410	0.1456458155
411	0.1453030683
412	0.1449178679
413	0.1445158192
414	0.144226255
415	0.1439747692
416	0.1435830533
417	0.1432877979
418	0.1429794367
419	0.1427147249
420	0.142582712
421	0.1421801181
422	0.1417566843
423	0.1415015356
424	0.1412088871
425	0.1408419815
426	0.1405732367
427	0.1403392802
428	0.1399905466
429	0.1397228444
430	0.1395418362
431	0.139387578
432	0.1390122406
433	0.1387118262
434	0.1384830373
435	0.1381001336
436	0.1378650085
437	0.1377048394
438	0.1373349358
439	0.1371470066
440	0.1368874809
441	0.1366667553
442	0.1364649069
443	0.1362178829
444	0.1360394729
445	0.1357721218
446	0.1354587004
447	0.1351438606
448	0.1348612919
449	0.1346085526
450	0.134322159
451	0.1339371974
452	0.1336094558
453	0.1333129282
454	0.1332201187
455	0.1330419555
456	0.1328886883
457	0.1327070561
458	0.1323714121
459	0.1320719773
460	0.1318465092
461	0.1315764848
462	0.1313565607
463	0.1311386357
464	0.1307946813
465	0.1306439723
466	0.1304545177
467	0.1302290488
468	0.1300044328
469	0.1295853065
470	0.1291942972
471	0.1287957831
472	0.1284294637
473	0.1282212509
474	0.1279008111
475	0.127619327
476	0.1273640013
477	0.1270744087
478	0.1267177563
479	0.1264865371
480	0.1262435522
481	0.1260477063
482	0.125835764
483	0.125501231
484	0.1251310963
485	0.1247325404
486	0.1245380504
487	0.1242368374
488	0.123951712
489	0.1236648361
490	0.1233269075
491	0.1231034784
492	0.1229000817
493	0.122553167
494	0.12243629
495	0.1222592284
496	0.1219471795
497	0.1216734382
498	0.1215564987
499	0.1213133169
500	0.1209439842
501	0.1208022981
502	0.1204339879
503	0.1201952995
504	0.120007686
505	0.1198423003
506	0.1196645829
507	0.1194779134
508	0.1191993374
509	0.1189995191
510	0.1188595581
511	0.1186046039
512	0.1183248474
513	0.1180704817
514	0.1177703483
515	0.1175688693
516	0.1173063811
517	0.1171042722
518	0.1168259649
519	0.1166234285
520	0.1164114773
521	0.1160280112
522	0.1158714205
523	0.1156194276
524	0.1155247282
525	0.1151841893
526	0.1149953638
527	0.1146784223
528	0.1144833967
529	0.114175442
530	0.1140765752
531	0.1137549047
532	0.1135814139
533	0.1132987174
534	0.1130706003
535	0.1129091365
536	0.1127585146
537	0.1124923147
538	0.1121014415
539	0.1118944762
540	0.1116273211
541	0.1113835286
542	0.111211672
543	0.1109281127
544	0.1106172021
545	0.1104071801
546	0.1101996259
547	0.1100029245
548	0.1098348048
549	0.1097042696
550	0.109459726
551	0.1092042098
552	0.1090760905
553	0.1087965233
554	0.1085956891
555	0.1084721628
556	0.1083186084
557	0.1081059686
558	0.1078692242
559	0.1077006975
560	0.1074866484
561	0.1073241592
562	0.1070489954
563	0.106964549
564	0.1066614973
565	0.1063573447
566	0.1061176838
567	0.1059001163
568	0.1056539484
569	0.1053932569
570	0.1052414802
571	0.1050660986
572	0.1048380138
573	0.1047067599
574	0.1044895906
575	0.1042059978
576	0.1039903825
577	0.1038075102
578	0.1036122896
579	0.1032652865
580	0.1031110947
581	0.1029794109
582	0.1027875814
583	0.1026494871
584	0.1025043377
585	0.1022913599
586	0.1021075755
587	0.1017825693
588	0.1015996799
589	0.1014257627
590	0.1012555178
591	0.1011397304
592	0.1009698863
593	0.1008003812
594	0.1006362404
595	0.1004266026
596	0.1001890219
597	0.0999318753
598	0.09976645702
599	0.09949265703
600	0.09930878911
601	0.0991770689
602	0.09904759772
603	0.09885351018
604	0.09865205615
605	0.09836571438
606	0.09811065926
607	0.09794649499
608	0.09779149117
609	0.09762035117
610	0.09746112377
611	0.09732693012
612	0.09717074214
613	0.09703013512
614	0.09688021871
615	0.09667092634
616	0.09656327319
617	0.09640652453
618	0.09625660053
619	0.09609614428
620	0.09599091268
621	0.09584138269
622	0.09569500492
623	0.09555524842
624	0.09540340361
625	0.09523323238
626	0.09502198578
627	0.09488042297
628	0.09474017446
629	0.09452297361
630	0.09443922173
631	0.0942515868
632	0.09407928496
633	0.09395206264
634	0.09381469815
635	0.09363797308
636	0.0935598896
637	0.09334385281
638	0.09322825739
639	0.09312835275
640	0.09301981714
641	0.09285209194
642	0.09273408773
643	0.09254933814
644	0.09219521524
645	0.09201064187
646	0.09181812064
647	0.09162296135
648	0.0914533307
649	0.09138003167
650	0.09115561184
651	0.09101224317
652	0.09079689268
653	0.09058232787
654	0.09047689394
655	0.09040336038
656	0.09028719993
657	0.0901722814
658	0.08999122714
659	0.08981159935
660	0.0897331559
661	0.08965861543
662	0.0895411723
663	0.08937954644
664	0.08923487562
665	0.08899172051
666	0.08889429065
667	0.08880463498
668	0.08868004105
669	0.08855330101
670	0.08842963976
671	0.08823365898
672	0.08807053977
673	0.08791462486
674	0.08773140391
675	0.08752160529
676	0.08738097378
677	0.08727311069
678	0.08716566882
679	0.08707405318
680	0.0869372633
681	0.0868031821
682	0.08668717088
683	0.08658122799
684	0.08647785729
685	0.08629250485
686	0.08610905138
687	0.0860008372
688	0.08575680688
689	0.08553822305
690	0.08539266177
691	0.08522874733
692	0.08516713013
693	0.08504071597
694	0.08485029962
695	0.08476009823
696	0.08452372008
697	0.08429964959
698	0.08411740207
699	0.08393253689
700	0.08373739074
701	0.0836027287
702	0.08344810439
703	0.08336675108
704	0.08323803415
705	0.08312929178
706	0.08300864573
707	0.08292979587
708	0.08271793349
709	0.08247029666
710	0.08229693477
711	0.08220781923
712	0.08211181175
713	0.08203697818
714	0.08197285231
715	0.08189993064
716	0.08182755339
717	0.08171012905
718	0.08150201611
719	0.08137635633
720	0.081264349
721	0.08116747373
722	0.08107645755
723	0.08096888412
724	0.08084533563
725	0.08067289395
726	0.08056803496
727	0.08045149512
728	0.08035675414
729	0.08024348091
730	0.08009825125
731	0.07997422283
732	0.07984216751
733	0.07966004764
734	0.07948597943
735	0.07935709324
736	0.07928888289
737	0.07915358062
738	0.07904226003
739	0.07892775545
740	0.07875050891
741	0.07865009879
742	0.0784901134
743	0.07835673435
744	0.07825864212
745	0.07819011606
746	0.07809956928
747	0.07788546623
748	0.07769975848
749	0.07749874694
750	0.0773943879
751	0.0772041675
752	0.07712315326
753	0.07703362386
754	0.07684821265
755	0.07678544402
756	0.07665753988
757	0.07654339416
758	0.0763745196
759	0.07620107077
760	0.07607721418
761	0.0759450209
762	0.07577193475
763	0.07569457147
764	0.07556326535
765	0.07548682763
766	0.07535424229
767	0.07521384303
768	0.0751544531
769	0.07502920787
770	0.0749124844
771	0.0747634642
772	0.07465768107
773	0.07439224399
774	0.07428442519
775	0.07415953908
776	0.07400925589
777	0.07389197413
778	0.07375938294
779	0.07364570626
780	0.07350447978
781	0.07338667154
782	0.0732254035
783	0.0730504893
784	0.07297056973
785	0.07287522746
786	0.07273731674
787	0.07267458185
788	0.07260376023
789	0.07248163708
790	0.07236259182
791	0.07220544259
792	0.07209663559
793	0.07196306598
794	0.07185156485
795	0.07178939143
796	0.07169823941
797	0.0716086296
798	0.07150332627
799	0.0714047406
800	0.07134852697
801	0.07123096029
802	0.07102161618
803	0.07086813692
804	0.07072450712
805	0.07065946453
806	0.07060073571
807	0.07050071635
808	0.07038285993
809	0.07023829559
810	0.07011445551
811	0.07006009476
812	0.06995537203
813	0.0697831705
814	0.06964473821
815	0.06950234409
816	0.06929720773
817	0.069184061
818	0.06908534714
819	0.06894441711
820	0.06880812587
821	0.06876402305
822	0.06863473263
823	0.06850199292
824	0.06841126748
825	0.06831359923
826	0.06822714085
827	0.06815474295
828	0.06801365707
829	0.0679721328
830	0.06781829447
831	0.0677639986
832	0.06768817792
833	0.06761315021
834	0.06749602641
835	0.06740644926
836	0.06731546976
837	0.06721852399
838	0.06716562535
839	0.0670858273
840	0.06697976355
841	0.06685036444
842	0.06673909572
843	0.06667279482
844	0.06660755253
845	0.06649608723
846	0.06633182874
847	0.06625216062
848	0.06618568396
849	0.06607587825
850	0.06598124829
851	0.06588241184
852	0.0657567616
853	0.06564188557
854	0.06549876438
855	0.06539159849
856	0.06525544364
857	0.06505624634
858	0.06500122325
859	0.06479597505
860	0.06469417209
861	0.06457628079
862	0.06447556705
863	0.06438158581
864	0.06426186231
865	0.06418364927
866	0.06411791083
867	0.06402427596
868	0.06395480512
869	0.06384894299
870	0.06374777181
871	0.06362990659
872	0.06355271967
873	0.06344746654
874	0.06333571644
875	0.06326635183
876	0.06315740832
877	0.06303287917
878	0.06289837627
879	0.06283318519
880	0.06272506424
881	0.06264762972
882	0.062551919
883	0.06248475394
884	0.06234605071
885	0.06221394172
886	0.06212209261
887	0.06203101006
888	0.06191561683
889	0.06184001864
890	0.06171158268
891	0.06163049822
892	0.06156421473
893	0.06151830513
894	0.06142328288
895	0.06131193745
896	0.06124626336
897	0.06116770303
898	0.06108808802
899	0.06100060993
900	0.06084762604
901	0.06075659071
902	0.06064473724
903	0.06054051698
904	0.06045867154
905	0.06036115003
906	0.06025306706
907	0.0600786315
908	0.05996970285
909	0.05990778428
910	0.05977915059
911	0.05968298376
912	0.05960028447
913	0.05952960443
914	0.05939881402
915	0.05931107907
916	0.05927897064
917	0.05920707497
918	0.05908519526
919	0.05898328362
920	0.05888263287
921	0.05877586554
922	0.05864793442
923	0.0586056927
924	0.05851295581
925	0.05843019089
926	0.05836507196
927	0.05826860698
928	0.0581989548
929	0.05811205746
930	0.05806726784
931	0.05799805944
932	0.05793252635
933	0.05782603103
934	0.05774025604
935	0.05766885543
936	0.05759130121
937	0.05751981306
938	0.05744594447
939	0.05739299328
940	0.05728141021
941	0.05724011612
942	0.05714830756
943	0.05703698144
944	0.05692192738
945	0.05683133115
946	0.05678169511
947	0.0567023806
948	0.05664552735
949	0.05658694848
950	0.05651372331
951	0.05647525802
952	0.05641914079
953	0.05630509863
954	0.05624410468
955	0.05616854962
956	0.05610233071
957	0.05606798267
958	0.05598354774
959	0.05587035848
960	0.0558000294
961	0.05571380167
962	0.05558809581
963	0.05547996871
964	0.05537783265
965	0.05533085014
966	0.0552276216
967	0.0550785048
968	0.05501672327
969	0.05491745265
970	0.05485052153
971	0.05478709402
972	0.05471931413
973	0.05461835996
974	0.05455245406
975	0.054504464
976	0.05442756405
977	0.05434225762
978	0.0542154101
979	0.05413741633
980	0.05407841495
981	0.05400234146
982	0.05390552376
983	0.05380242692
984	0.05373570033
985	0.05368813002
986	0.0535994298
987	0.05353947724
988	0.05349551436
989	0.05341444598
990	0.05333147479
991	0.05324979764
992	0.05317877252
993	0.05307545695
994	0.05302753002
995	0.05293729084
996	0.05281129785
997	0.05272642537
998	0.05265787006
999	0.05251083976
