iter	Logloss
213	0.2135444701
214	0.2128472716
215	0.2120215949
216	0.211103204
217	0.2100981865
218	0.2094809264
219	0.2085099308
220	0.2076444851
221	0.2072122128
222	0.2065659571
223	0.2059017592
224	0.2048927367
225	0.2041622773
226	0.2035669041
227	0.2027923504
228	0.2018375947
229	0.2010856889
230	0.2002835011
231	0.199706831
232	0.1991240934
233	0.1982936909
234	0.1976194206
235	0.1970832805
236	0.1963751085
237	0.1959044689
238	0.1950144129
239	0.1945706665
240	0.1939323806
241	0.1932242086
242	0.1924169345
243	0.1915668678
244	0.1908049496
245	0.1898585042
246	0.189255822
247	0.1884025914
248	0.1875496612
249	0.1867859608
250	0.1860729628
251	0.1855221445
252	0.1847999953
253	0.1839857126
254	0.183180361
255	0.1826517901
256	0.1820470454
257	0.181293858
258	0.1807451223
259	0.1802235801
260	0.179578686
261	0.1788825288
262	0.1782214948
263	0.1774767778
264	0.17693447
265	0.1761956002
266	0.1756362314
267	0.1750940638
268	0.1743297026
269	0.1735935562
270	0.1729419338
271	0.1724945229
272	0.1719120456
273	0.1714074242
274	0.170752658
275	0.1700312897
276	0.1693102619
277	0.1685281989
278	0.1679616513
279	0.1673461233
280	0.1668830531
281	0.1662730219
282	0.1656781995
283	0.1649612767
284	0.1643821937
285	0.1637875414
286	0.1632390861
287	0.1627555407
288	0.1621283884
289	0.1614308795
290	0.1610947957
291	0.1604457064
292	0.1597629057
293	0.1591767239
294	0.1585681545
295	0.1580972546
296	0.1574419978
297	0.1570164237
298	0.1564090959
299	0.1558892558
300	0.1554589059
301	0.1548363793
302	0.1540681233
303	0.1533315263
304	0.1526220927
305	0.1521047757
306	0.1516647539
307	0.1511949354
308	0.1504623033
309	0.1499266937
310	0.1492588314
311	0.1488079161
312	0.1481973243
313	0.1476644581
314	0.147322447
315	0.1467980713
316	0.1463575789
317	0.1459026186
318	0.1453812967
319	0.1448708181
320	0.1441404087
321	0.1436514767
322	0.1431007686
323	0.1426320114
324	0.1421368717
325	0.1416952278
326	0.1412521022
327	0.1407681363
328	0.1401144513
329	0.1396164181
330	0.1392580168
331	0.1387638282
332	0.138174082
333	0.137470756
334	0.1370285114
335	0.1366190372
336	0.1361415793
337	0.135553385
338	0.1349806097
339	0.1344178267
340	0.1338546833
341	0.1332499687
342	0.1328992468
343	0.1325220924
344	0.1322105888
345	0.1318240929
346	0.1312988261
347	0.1308052083
348	0.1303455723
349	0.1297531128
350	0.1292361262
351	0.1288979097
352	0.1283683276
353	0.1277768393
354	0.1274462923
355	0.1269228577
356	0.1266091514
357	0.1260894115
358	0.1256644382
359	0.1253125449
360	0.1249960952
361	0.1244245614
362	0.1241947484
363	0.1238286376
364	0.1233732168
365	0.1228810108
366	0.1224297751
367	0.1220963646
368	0.1215768248
369	0.1213468416
370	0.1208439624
371	0.1204325358
372	0.119944575
373	0.119570254
374	0.1193001815
375	0.1188705324
376	0.1183970294
377	0.1181176453
378	0.1176524125
379	0.1171486121
380	0.116815562
381	0.1163409176
382	0.1160345503
383	0.1156113892
384	0.1151513928
385	0.1147500787
386	0.1142949783
387	0.1139039768
388	0.113442048
389	0.1130663053
390	0.1127283392
391	0.1125065961
392	0.1120643916
393	0.1116758432
394	0.1112315461
395	0.1109498993
396	0.1104472804
397	0.1099691716
398	0.1095319032
399	0.109217426
400	0.1089748773
401	0.1085854478
402	0.1081085606
403	0.107736172
404	0.1073376112
405	0.1070260075
406	0.1066969423
407	0.1063426461
408	0.1058884268
409	0.1055748206
410	0.1051730058
411	0.1048535625
412	0.1044526989
413	0.1039733787
414	0.1035469336
415	0.1031372491
416	0.102663716
417	0.1024240409
418	0.1020380456
419	0.1016816868
420	0.1013209926
421	0.1011915232
422	0.1007613735
423	0.1003507078
424	0.09998011151
425	0.09960217614
426	0.09916736072
427	0.09894090187
428	0.09868784026
429	0.09832749655
430	0.09805763425
431	0.09761352739
432	0.09731696221
433	0.09699161159
434	0.09655814784
435	0.09624769556
436	0.09592712082
437	0.09562883352
438	0.09528302771
439	0.09495212024
440	0.09461021924
441	0.09440369493
442	0.09404768656
443	0.09371931221
444	0.09332603795
445	0.09301770829
446	0.09271185167
447	0.09239372994
448	0.09191994655
449	0.09152419924
450	0.09124307307
451	0.09088951772
452	0.09047576824
453	0.09010150739
454	0.08977765862
455	0.08957896395
456	0.08927136519
457	0.08897457974
458	0.0886129144
459	0.08826966173
460	0.08801058271
461	0.08762519816
462	0.08734168906
463	0.08712438148
464	0.08673644379
465	0.08654418705
466	0.0862681071
467	0.08598413743
468	0.08576488745
469	0.08552582308
470	0.08519370412
471	0.08497325266
472	0.08464490835
473	0.08443464945
474	0.08415161093
475	0.08389265206
476	0.08367270622
477	0.08330469807
478	0.08297927736
479	0.0827238979
480	0.08237275552
481	0.08207129431
482	0.08183757652
483	0.08154478098
484	0.08125326202
485	0.08094296493
486	0.08076077559
487	0.08051823193
488	0.08027921261
489	0.07997631964
490	0.07966522657
491	0.07936654879
492	0.07918616668
493	0.07895545759
494	0.07866557564
495	0.07835725599
496	0.07811689502
497	0.07783135342
498	0.07756081529
499	0.07736435337
500	0.07706208116
501	0.07679578826
502	0.07652877447
503	0.07625965809
504	0.07608031225
505	0.0757778398
506	0.07558455179
507	0.07527120095
508	0.0749964276
509	0.07472727618
510	0.07446529358
511	0.0741965827
512	0.07392495824
513	0.07360035854
514	0.07333920697
515	0.07311567672
516	0.07291266174
517	0.07276620139
518	0.07250670686
519	0.07223837144
520	0.07196089977
521	0.07168245691
522	0.07144112975
523	0.07111496813
524	0.07081325661
525	0.07053207037
526	0.07021104507
527	0.0699765313
528	0.06973132937
529	0.06947232544
530	0.06913676725
531	0.06884044737
532	0.0686356552
533	0.06847054189
534	0.0682576147
535	0.06809241628
536	0.06787346667
537	0.06762824972
538	0.06740401861
539	0.06725244197
540	0.06699502499
541	0.06674626368
542	0.06651647573
543	0.06633231896
544	0.06606846406
545	0.06594207844
546	0.06581697439
547	0.06556351229
548	0.06525308003
549	0.06504359208
550	0.06477248324
551	0.06459597089
552	0.06432207363
553	0.06410321914
554	0.06391949791
555	0.06368946967
556	0.06350786104
557	0.06330157202
558	0.06311383085
559	0.06284014885
560	0.06270593358
561	0.06247881892
562	0.06224389965
563	0.06210020771
564	0.06191871423
565	0.06169588985
566	0.06152435863
567	0.06132226979
568	0.0611722801
569	0.06105674283
570	0.0609080998
571	0.06079907555
572	0.06059161008
573	0.06033608044
574	0.06011680042
575	0.05993345966
576	0.05973536574
577	0.05953707657
578	0.05928628276
579	0.0590983914
580	0.05885673883
581	0.05866696015
582	0.05847830785
583	0.05831717444
584	0.05812772616
585	0.05796756394
586	0.05780859319
587	0.05765238084
588	0.05753082115
589	0.05742192706
590	0.05727438539
591	0.05716467029
592	0.05694219134
593	0.05676618461
594	0.05658261357
595	0.05635853765
596	0.05625592129
597	0.05616179539
598	0.05601873923
599	0.05593966186
600	0.05576737972
601	0.05568255527
602	0.05552391993
603	0.05544522303
604	0.0552363258
605	0.05506890965
606	0.05486831265
607	0.05466033155
608	0.05447094835
609	0.05429213316
610	0.0541420884
611	0.05401444122
612	0.05384773595
613	0.05367969903
614	0.0535475413
615	0.05344116531
616	0.05334562767
617	0.05312104113
618	0.05292943519
619	0.05275178644
620	0.05268890902
621	0.05259873798
622	0.05244714632
623	0.05231155436
624	0.05214041362
625	0.05202375998
626	0.05181504798
627	0.05162025311
628	0.05151366186
629	0.05142352087
630	0.05121809792
631	0.05100248242
632	0.05085538629
633	0.05070368449
634	0.05053923199
635	0.05037136528
636	0.05024184079
637	0.05011550022
638	0.04990073577
639	0.04970786828
640	0.04952896298
641	0.04934434065
642	0.049166772
643	0.0489890031
644	0.04878384047
645	0.04861487742
646	0.04849214629
647	0.04834705763
648	0.04817776417
649	0.04809363057
650	0.04796537765
651	0.04782782827
652	0.04762576446
653	0.04748840532
654	0.04732918927
655	0.04718566754
656	0.04705302922
657	0.04688489218
658	0.04673396634
659	0.04658292034
660	0.04644291795
661	0.04630242996
662	0.04614031534
663	0.04600728153
664	0.04582998321
665	0.04573332919
666	0.04560861062
667	0.04544245102
668	0.04532109659
669	0.04521649779
670	0.04504160243
671	0.04491504659
672	0.04476737976
673	0.04463478649
674	0.04453496357
675	0.04437808039
676	0.04425939925
677	0.0441177198
678	0.0439892466
679	0.04387218245
680	0.04372426531
681	0.04357027569
682	0.04348528104
683	0.04336014194
684	0.04318871085
685	0.04309306307
686	0.04297274492
687	0.04286822121
688	0.04268568645
689	0.04258293993
690	0.04247031625
691	0.04230201901
692	0.04218170086
693	0.04205246172
694	0.04193033133
695	0.0418378074
696	0.04175457742
697	0.04165625635
698	0.0415427641
699	0.04140371037
700	0.04127006331
701	0.0411492996
702	0.04098759799
703	0.04081133595
704	0.04065572433
705	0.04056025177
706	0.04044025651
707	0.04030644675
708	0.04014761617
709	0.04001812672
710	0.03987636716
711	0.0397522243
712	0.03966534983
713	0.03954352481
714	0.03939728224
715	0.03927227831
716	0.03916412263
717	0.03903979204
718	0.03889267088
719	0.03880714807
720	0.03869386358
721	0.03856288479
722	0.03844939505
723	0.03833447354
724	0.03817528001
725	0.03803970557
726	0.03792293428
727	0.03778962013
728	0.03766367504
729	0.03753055112
730	0.03743718365
731	0.03730520614
732	0.03716106865
733	0.0370428656
734	0.0369579961
735	0.03685650863
736	0.03676623247
737	0.03666488017
738	0.03657986298
739	0.03643338261
740	0.03633128189
741	0.03621400748
742	0.03609292088
743	0.03599301536
744	0.03588531774
745	0.03577368278
746	0.03564421086
747	0.03556894818
748	0.03545099794
749	0.0353703186
750	0.03528763178
751	0.03517938349
752	0.03503608453
753	0.03492654465
754	0.0348080212
755	0.03473140436
756	0.03462533125
757	0.03452598892
758	0.03444298171
759	0.03436786421
760	0.03428537764
761	0.03421796463
762	0.03411421188
763	0.03403987284
764	0.03393083858
765	0.03384410928
766	0.03375469668
767	0.03364704663
768	0.03357210184
769	0.03349915953
770	0.03341415235
771	0.03335957264
772	0.03324622808
773	0.03316091552
774	0.03303211943
775	0.03292070224
776	0.0328024291
777	0.0327179676
778	0.03258679858
779	0.03253139035
780	0.03243228081
781	0.03235648748
782	0.03225260457
783	0.03217221057
784	0.03210209924
785	0.0320370992
786	0.03196566374
787	0.03192538164
788	0.03183310802
789	0.03174631614
790	0.03165413514
791	0.03157287758
792	0.03149855606
793	0.03142471013
794	0.03133474435
795	0.03125057571
796	0.03115841723
797	0.03108199813
798	0.03097236814
799	0.03089196914
800	0.03084087122
801	0.03073552149
802	0.03067930477
803	0.03058254312
804	0.03048753864
805	0.03039108737
806	0.03034487547
807	0.03028117453
808	0.03019190711
809	0.03011571078
810	0.03005160935
811	0.02994922828
812	0.02987951744
813	0.02978833516
814	0.02971305997
815	0.02963526168
816	0.02952955651
817	0.0294550723
818	0.02935871114
819	0.02929721292
820	0.02919491946
821	0.02912648018
822	0.02904923757
823	0.02897589225
824	0.02890013147
825	0.02882416542
826	0.02872663032
827	0.02865851895
828	0.02858671554
829	0.02850658186
830	0.02841072383
831	0.02832453019
832	0.02824727757
833	0.02816581976
834	0.02808629935
835	0.02801451595
836	0.02791655783
837	0.02783110511
838	0.02773297928
839	0.02763949417
840	0.0275203875
841	0.02743218389
842	0.02735781732
843	0.02728149835
844	0.0272218524
845	0.02715185871
846	0.02705267658
847	0.02694738693
848	0.02685966892
849	0.02677889196
850	0.0267206978
851	0.02664846385
852	0.02656601733
853	0.02649348802
854	0.02641293133
855	0.02632581155
856	0.0262366042
857	0.02613478132
858	0.02604422482
859	0.02596619373
860	0.0258962451
861	0.02584494693
862	0.02574247075
863	0.02567270234
864	0.02561967705
865	0.02556956284
866	0.02549810234
867	0.02545442356
868	0.02543036894
869	0.02539694779
870	0.02533604529
871	0.02527578609
872	0.02522147672
873	0.02519921931
874	0.02511295309
875	0.02504739736
876	0.02497805448
877	0.02491769766
878	0.02488320518
879	0.02478648108
880	0.02474214899
881	0.02467657825
882	0.024626832
883	0.02454066589
884	0.0244987693
885	0.02442367934
886	0.02437178044
887	0.02430311588
888	0.02426886371
889	0.02422789326
890	0.02417386173
891	0.02413021799
892	0.02407850931
893	0.02398017823
894	0.02393330301
895	0.02387809503
896	0.02380565083
897	0.02374530902
898	0.0236813728
899	0.02362202221
900	0.02351759863
901	0.02343274414
902	0.02337517826
903	0.02330994043
904	0.02323737357
905	0.02316994054
906	0.02311219443
907	0.02305937439
908	0.02298341085
909	0.02293526407
910	0.02287393104
911	0.02281085838
912	0.02273132044
913	0.02265890377
914	0.02259277734
915	0.02253614761
916	0.02246870707
917	0.02242423481
918	0.02235749763
919	0.02227526387
920	0.02220387346
921	0.02214808977
922	0.02209593555
923	0.02205420166
924	0.02200132155
925	0.02195576545
926	0.02188561157
927	0.02182891175
928	0.02177201168
929	0.02172826281
930	0.02168384312
931	0.02161790943
932	0.0215384591
933	0.02148456774
934	0.02143883392
935	0.0214034854
936	0.02136707056
937	0.02128660648
938	0.02121458779
939	0.02117614045
940	0.02113548539
941	0.02110053235
942	0.02103319944
943	0.02094618605
944	0.02088345755
945	0.02084009541
946	0.02079122398
947	0.020720582
948	0.02063962981
949	0.02059403117
950	0.02053676065
951	0.02046329518
952	0.02039903355
953	0.020344987
954	0.02029359122
955	0.0202528135
956	0.02019671693
957	0.0201232352
958	0.02007765157
959	0.02002228464
960	0.01998447558
961	0.01994840492
962	0.01992718003
963	0.01986197975
964	0.01983687634
965	0.01977555958
966	0.01973993321
967	0.0196911544
968	0.01964756823
969	0.01960928609
970	0.0195437529
971	0.0194912545
972	0.0194555643
973	0.01939558295
974	0.0193548215
975	0.01928924826
976	0.01925576203
977	0.01921487293
978	0.01917116911
979	0.01911900738
980	0.01907675786
981	0.0190226287
982	0.01897271725
983	0.01893526613
984	0.01889035458
985	0.01885174203
986	0.01882410675
987	0.01878866311
988	0.01874781406
989	0.01871010137
990	0.01865924625
991	0.01860521472
992	0.01856694509
993	0.01853435747
994	0.01849558597
995	0.01846529618
996	0.01844427905
997	0.01840298195
998	0.0183544234
999	0.0183295728
