iter	Logloss
284	0.1669453899
285	0.1665577726
286	0.1660013274
287	0.1653749361
288	0.1645666608
289	0.1641091274
290	0.1633448864
291	0.1626298959
292	0.1619221445
293	0.1615133511
294	0.1610432622
295	0.1605954008
296	0.1600937931
297	0.1594126544
298	0.1586519276
299	0.1581450935
300	0.1575976795
301	0.1569712681
302	0.1563093731
303	0.1557576738
304	0.1554187965
305	0.154944933
306	0.1542458321
307	0.1537816706
308	0.1531878494
309	0.1525801911
310	0.1518765547
311	0.1512914042
312	0.1509040973
313	0.1503284084
314	0.1498154568
315	0.1492774142
316	0.1486348931
317	0.1482301447
318	0.1477595552
319	0.1471091043
320	0.1465256258
321	0.1460623553
322	0.1456218429
323	0.1450425196
324	0.1444118229
325	0.1440865324
326	0.1436431464
327	0.1432506932
328	0.142872127
329	0.142155034
330	0.1415901985
331	0.1411631727
332	0.140620164
333	0.1400069189
334	0.1394638202
335	0.1391075515
336	0.1385464405
337	0.1381840643
338	0.1377610735
339	0.1371847438
340	0.1365693861
341	0.1360897154
342	0.1357461624
343	0.1353730029
344	0.1349952477
345	0.1343607665
346	0.1339452448
347	0.1333869173
348	0.1330151796
349	0.1324402616
350	0.1320512226
351	0.1316697929
352	0.1310936935
353	0.1305697884
354	0.1301599638
355	0.1297687721
356	0.1293293109
357	0.1288026424
358	0.1283196577
359	0.1278454638
360	0.1274690303
361	0.1269728293
362	0.1264511068
363	0.1259366734
364	0.1256105618
365	0.1251244733
366	0.1247568005
367	0.1243836511
368	0.1239059128
369	0.1235842767
370	0.1230149156
371	0.1225690466
372	0.1221134056
373	0.1217009277
374	0.1212370464
375	0.120850941
376	0.1205128347
377	0.1202118441
378	0.1197715619
379	0.1192882368
380	0.1190165522
381	0.1186840428
382	0.1183875777
383	0.1179164376
384	0.1175723739
385	0.1172944417
386	0.1168766272
387	0.1164407505
388	0.1160394563
389	0.1156369908
390	0.1153347987
391	0.114877035
392	0.1145484003
393	0.1142041064
394	0.1136614181
395	0.1133275871
396	0.1130306014
397	0.1125257297
398	0.1122886878
399	0.1118880345
400	0.1114946501
401	0.1112435909
402	0.110750724
403	0.1103898597
404	0.1099761002
405	0.1095979746
406	0.1093196819
407	0.1090515517
408	0.1086773109
409	0.1082393616
410	0.1079300407
411	0.1075814215
412	0.1072847061
413	0.107023955
414	0.1065446448
415	0.1061982783
416	0.1058054045
417	0.1054068938
418	0.1052027825
419	0.1047701498
420	0.1044484136
421	0.1040575924
422	0.1036703355
423	0.1032985877
424	0.1029521111
425	0.1027167213
426	0.1022931998
427	0.1019958636
428	0.1016430892
429	0.1011908223
430	0.1007218549
431	0.1003436592
432	0.0999333239
433	0.09948286923
434	0.09915215199
435	0.09879308986
436	0.09850578608
437	0.09821199432
438	0.09794720827
439	0.09767066775
440	0.09733547501
441	0.09698693583
442	0.09669916148
443	0.09629648564
444	0.09587009059
445	0.09550495098
446	0.09521988996
447	0.09485652253
448	0.09448378355
449	0.0941666931
450	0.09378936848
451	0.09345069144
452	0.09315733021
453	0.09279011804
454	0.09259445711
455	0.0922290772
456	0.09202297341
457	0.09175354164
458	0.09149650514
459	0.0912094717
460	0.09103091182
461	0.09084319067
462	0.09061898459
463	0.09017595907
464	0.08982272411
465	0.089498605
466	0.08939714006
467	0.08908219225
468	0.08872567325
469	0.08847362288
470	0.08827316605
471	0.08794022608
472	0.08761860004
473	0.08734921833
474	0.08708991904
475	0.08681864501
476	0.08656723543
477	0.08619482686
478	0.08603038437
479	0.08578900715
480	0.08543151695
481	0.08505154908
482	0.08481080263
483	0.08459222348
484	0.08436870825
485	0.08410328142
486	0.08378071422
487	0.08341543443
488	0.08325218841
489	0.08296872437
490	0.08266604166
491	0.08235147932
492	0.08220854832
493	0.08196373186
494	0.08168805741
495	0.08143747885
496	0.08115300356
497	0.08094736535
498	0.08054603116
499	0.0802877331
500	0.08003124728
501	0.07977534717
502	0.0794493057
503	0.07914181206
504	0.07888676801
505	0.07857725188
506	0.07838603643
507	0.07806174711
508	0.07782880528
509	0.07763509175
510	0.07736863364
511	0.07706234148
512	0.07671914889
513	0.07652941526
514	0.07626923989
515	0.07602376763
516	0.07573594822
517	0.07544900489
518	0.07516064982
519	0.07490842924
520	0.07461025208
521	0.07433928843
522	0.07407201432
523	0.07392219483
524	0.07359812579
525	0.07334099917
526	0.0731640613
527	0.07301172372
528	0.07280328706
529	0.0726071205
530	0.07238179805
531	0.07212250877
532	0.07185806314
533	0.071558274
534	0.0713351092
535	0.07107412784
536	0.07078646362
537	0.07059207426
538	0.0703974446
539	0.07015128148
540	0.069906445
541	0.06964352125
542	0.06940233926
543	0.0691055438
544	0.06887077472
545	0.06863074916
546	0.06846520031
547	0.06822303211
548	0.06798902897
549	0.06774085838
550	0.06751166116
551	0.06727445407
552	0.06705243569
553	0.06691285381
554	0.06669612194
555	0.06638598505
556	0.06617340328
557	0.0659485464
558	0.06567337757
559	0.06542742471
560	0.06525461192
561	0.06504221038
562	0.06487223107
563	0.06464043565
564	0.06439201976
565	0.06416007415
566	0.06398016261
567	0.06378591843
568	0.06350747056
569	0.06338762799
570	0.06330282857
571	0.06313070162
572	0.0629603869
573	0.06276286368
574	0.06255646453
575	0.06235751455
576	0.06207010064
577	0.06181855089
578	0.06155402016
579	0.0613285325
580	0.06111101466
581	0.06085120975
582	0.06064665787
583	0.06045366523
584	0.06026285527
585	0.06017420611
586	0.06000262483
587	0.0597791096
588	0.05953452343
589	0.05940262101
590	0.05920175868
591	0.05899772244
592	0.05884812323
593	0.05866658969
594	0.05846523175
595	0.05825800157
596	0.05805670871
597	0.05782067807
598	0.05766911144
599	0.05744904045
600	0.05724908423
601	0.05700827271
602	0.05682260909
603	0.05665901765
604	0.05647589716
605	0.05629053391
606	0.05609166904
607	0.05587329013
608	0.05566009261
609	0.05549081918
610	0.0552774164
611	0.05507289456
612	0.0548915813
613	0.05480730252
614	0.05462500304
615	0.05447566415
616	0.05431096635
617	0.05413914478
618	0.05401103703
619	0.05382197423
620	0.05364856069
621	0.05344858445
622	0.05327844495
623	0.05317143818
624	0.0530061847
625	0.05280472663
626	0.05265913736
627	0.05249574616
628	0.0522941279
629	0.05217444052
630	0.05197896482
631	0.05182478497
632	0.05169616159
633	0.05157146304
634	0.05144531771
635	0.05137894598
636	0.05125265046
637	0.05104681701
638	0.0508748052
639	0.05068759468
640	0.05049767081
641	0.05032711079
642	0.0501562504
643	0.0500345155
644	0.04986310443
645	0.04970474443
646	0.04950035776
647	0.04933134464
648	0.04918819838
649	0.04901440438
650	0.04884635745
651	0.04870113863
652	0.04861241939
653	0.04842582963
654	0.04824195822
655	0.04809744527
656	0.04795970566
657	0.04781187363
658	0.04768327528
659	0.04754027419
660	0.0473798116
661	0.04724334356
662	0.04707801999
663	0.04694844043
664	0.0467682886
665	0.04663194071
666	0.04646295262
667	0.04630272032
668	0.04620426909
669	0.0460980533
670	0.04589027745
671	0.04570355753
672	0.04556685921
673	0.04546693617
674	0.04532081624
675	0.04518959466
676	0.04505892376
677	0.04492598005
678	0.04482786925
679	0.04469308328
680	0.04455111346
681	0.04444114305
682	0.04432066469
683	0.04420519251
684	0.0440495859
685	0.04395629602
686	0.04382588544
687	0.04372266334
688	0.04358566464
689	0.04354168048
690	0.04339825888
691	0.04326477451
692	0.04315791293
693	0.04299832141
694	0.0428496133
695	0.04271465712
696	0.0426229542
697	0.0424576106
698	0.04231991105
699	0.04219576818
700	0.04207731232
701	0.04195161754
702	0.0418555092
703	0.04175665247
704	0.04164758317
705	0.04151804866
706	0.04136197398
707	0.04123498511
708	0.04119114363
709	0.04102611542
710	0.04089013798
711	0.04077625525
712	0.0407050751
713	0.04061276143
714	0.04047531969
715	0.04036608769
716	0.04021735704
717	0.04010139425
718	0.03998009239
719	0.03982107908
720	0.03970018021
721	0.03960180157
722	0.0394597867
723	0.03934248476
724	0.03919225477
725	0.03907669248
726	0.03893616944
727	0.03885098955
728	0.03878742629
729	0.03866869258
730	0.03857438646
731	0.03849300375
732	0.03841730804
733	0.03832866138
734	0.03820046853
735	0.03812042997
736	0.0380217034
737	0.03790062181
738	0.03774895756
739	0.03765012336
740	0.03757432502
741	0.03749043923
742	0.03734875476
743	0.03725864631
744	0.0371406385
745	0.03701229796
746	0.03689470316
747	0.03674917647
748	0.03661426534
749	0.03649156926
750	0.03640306528
751	0.03628745292
752	0.0361434481
753	0.03602500976
754	0.03591383786
755	0.03580795749
756	0.03572410924
757	0.03560796623
758	0.03547583853
759	0.03540639802
760	0.03527486606
761	0.03518951596
762	0.03507659692
763	0.03495523998
764	0.0348895516
765	0.03477927831
766	0.03469458903
767	0.03453496497
768	0.03442745259
769	0.03432666849
770	0.03417661622
771	0.03405813783
772	0.03401597091
773	0.03394621501
774	0.03383764632
775	0.03368869792
776	0.03362092947
777	0.03357241973
778	0.03348817099
779	0.0334096443
780	0.0333138989
781	0.03324221063
782	0.0331336094
783	0.0330337189
784	0.03294894451
785	0.03287710605
786	0.0327560545
787	0.03264565856
788	0.03252747303
789	0.03241257905
790	0.03234549395
791	0.0322484094
792	0.03213213623
793	0.03203285898
794	0.03195614452
795	0.03184707521
796	0.03175359511
797	0.03165335167
798	0.03157098275
799	0.03148952494
800	0.03140173184
801	0.03133717484
802	0.03125016771
803	0.03116585889
804	0.03108794045
805	0.03098624272
806	0.03088288295
807	0.03076463734
808	0.03071852807
809	0.03061620958
810	0.03050890745
811	0.03046665542
812	0.03038165576
813	0.03028623576
814	0.03025147546
815	0.03016508908
816	0.03006647265
817	0.02997796367
818	0.02987529975
819	0.02979682312
820	0.02972685696
821	0.029621317
822	0.02952013491
823	0.02943161591
824	0.02938099859
825	0.02928097792
826	0.02919360283
827	0.02912952643
828	0.02907008324
829	0.02898256047
830	0.02891984324
831	0.02881991269
832	0.02876322789
833	0.02870585224
834	0.0285967579
835	0.02855563977
836	0.02846313837
837	0.02841269876
838	0.02834651476
839	0.02828479376
840	0.02820740097
841	0.02811778311
842	0.02809136058
843	0.02803354439
844	0.02796841419
845	0.02789207018
846	0.02779913574
847	0.02771807343
848	0.02764340899
849	0.02758286944
850	0.02753271518
851	0.02749094875
852	0.02740316817
853	0.02730906729
854	0.02722519401
855	0.02712519088
856	0.02706796541
857	0.02698324108
858	0.02692314458
859	0.02684274058
860	0.02678624851
861	0.02670964669
862	0.02662768326
863	0.02653836578
864	0.02647995636
865	0.02641465094
866	0.02632528841
867	0.02627034826
868	0.02620016934
869	0.02616006996
870	0.02606852974
871	0.02600280381
872	0.0259573153
873	0.02585517202
874	0.02578013212
875	0.02572935209
876	0.02566128328
877	0.02558728466
878	0.02554031432
879	0.02545992533
880	0.02541945049
881	0.02534889111
882	0.02527787617
883	0.02521873334
884	0.02517453141
885	0.02510962899
886	0.02504083929
887	0.02496480566
888	0.02488934274
889	0.02483555651
890	0.02478402806
891	0.02472792898
892	0.02467875093
893	0.02464164774
894	0.0245883446
895	0.02450949001
896	0.02445398165
897	0.02438241103
898	0.0243298488
899	0.0242862351
900	0.02421565819
901	0.02414291862
902	0.02408129524
903	0.02402607975
904	0.02395894208
905	0.02389475555
906	0.02380775592
907	0.0237448034
908	0.02366346324
909	0.02359846821
910	0.02353537051
911	0.02347222526
912	0.02342203596
913	0.02339903263
914	0.02333451068
915	0.02327652428
916	0.02323120097
917	0.02315630375
918	0.02307796228
919	0.02303211833
920	0.02295586944
921	0.02288434387
922	0.02283273281
923	0.02274807357
924	0.02268805216
925	0.02263591296
926	0.0225959087
927	0.02254412243
928	0.0224890371
929	0.02244749595
930	0.02234867426
931	0.02230804924
932	0.02225541192
933	0.02219125042
934	0.02213416012
935	0.02207813613
936	0.0220046957
937	0.02192735547
938	0.02186461321
939	0.0217712132
940	0.02173116389
941	0.0216601965
942	0.02160611991
943	0.02154237642
944	0.02148102087
945	0.02142265901
946	0.02137688764
947	0.02132914886
948	0.02128216601
949	0.02122260266
950	0.02117556975
951	0.02110360614
952	0.02103850848
953	0.02097565108
954	0.02091084127
955	0.02086499482
956	0.02080992075
957	0.0207544512
958	0.02069456997
959	0.0206577271
960	0.02059579709
961	0.02054012604
962	0.02051521411
963	0.02044943812
964	0.02040459665
965	0.02035890164
966	0.02031741806
967	0.02024941056
968	0.02020768168
969	0.02013372186
970	0.02008584791
971	0.0200033288
972	0.01994756764
973	0.01988258262
974	0.01981847117
975	0.01976624937
976	0.01971501503
977	0.0196626881
978	0.01962536589
979	0.01958473586
980	0.01953626868
981	0.01950081127
982	0.01947670283
983	0.0194253108
984	0.01939784323
985	0.01936334825
986	0.01931795486
987	0.01924574844
988	0.01919348033
989	0.0191314477
990	0.01908373395
991	0.01903256344
992	0.01900050021
993	0.0189849473
994	0.01894621336
995	0.01891639164
996	0.01889801776
997	0.01885716371
998	0.01881026971
999	0.01876936184
